,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list
1239,Happy Home,MBC,['Lee Dong Yoon'],['Jo Eun Jung'],2016-02-27,2016-08-21,"Saturday, Sunday",2016,51,82.0,"A new building complex is built in Chinatown and Bong Sam Bong opens his Chinese restaurant called “Gahwamansasung” there with a big splash. But Bong’s luck does not last long after he had worked so hard from the bottom to finally open his own restaurant. His married children all get divorced and now his own wife is demanding a divorce, too. This show follows the drama-filled lives of Mr. Bong’s family as they run “Gahwamansasung,” the largest Chinese restaurant in Chinatown. The family overcomes a string of crises and through understanding, they resolve their differences and lingering family issues. Despite their fighting, they still stay tight as a family unit and will sit down together for a bowl of Chinese noodles for family dinners with lots of love and laughter.(Source: MBC)","['Kim So Yeon', 'Lee Sang Woo', 'Lee Pil Mo']"
1240,"Please Come Back, Mister",SBS,['Shin Yoon Sub'],['Noh Hye Young'],2016-02-24,2016-04-14,"Wednesday, Thursday",2016,16,225.0,"Kim Young Soo is a department store worker who dies in an accident. Upon reaching the afterlife, he pleads for a chance to go back and clear up the misunderstandings surrounding his death and to comfort his newly widowed wife, Shin Da Hye. There with him is Han Gi Tak, a tough chef who also has loose ends to tie up concerning his death and those he left behind. The two are granted the chance to go back temporarily, but as new, different people, and with the condition that they cannot reveal their true identities. The return is made further complicated by the fact that Young Soo's body is identical to that of the new chief of the department store he used to work at, and Gi Tak comes back in the body of a woman. With only a short time to do everything they need to, the two have to work against all odds to make sure those they love will be ok without them.~~ Adapted from the novel ""Tsubakiyama Kacho no Nanokakan"" by Jiro Asada.","['Kim In Kwon', 'Rain', 'Lee Min Jung', 'Oh Yeon Seo', 'Kim Soo Ro', 'Lee Ha Nee']"
1241,Descendants of the Sun,KBS2,"['Baek Sang Hoon', 'Lee Eung Bok']","['Kim Eun Sook', 'Kim Won Seok']",2016-02-24,2016-04-14,"Wednesday, Thursday",2016,16,225.0,"A love story that develops between a surgeon and a special forces officer.Kang Mo Yeon is a pretty and assertive woman who works as a cardiothoracic surgeon at Haesung Hospital. She isn't afraid to admit her mistakes and believes that capability overrides whatever connections you have. However, she is soon faced with the reality that she cannot advance with just capability. Her life is forever changed when she encounters Yoo Shi Jin, the Captain and team leader of the Alpha Team who cares more about protecting anybody in need of help as well as his country, even if it goes against the order of his superiors. This drama will tell of how they both bond together in a time of war and overcome the odds against them.(Source: AJ at MyDramaList)","['Song Hye Kyo', 'Jin Goo', 'Song Joong Ki', 'Kim Ji Won']"
1242,Five Enough,KBS2,['Kim Jung Gyu'],['Jung Hyun Jung'],2016-02-20,2016-08-21,"Saturday, Sunday",2016,54,78.0,"After losing his wife five years ago, Lee Sang Ta is left with his two children. Since that time, he has lived with his two kids and parents-in-law, who treat him like their own son. He works as a marketing team leader for a fashion brand and never expects to find someone who will make his heart beat again. Ahn Mi Jeong works as an assistant manager at the same fashion company. 3 years ago, her husband had an affair with her friend and left her. She couldn't tell her 3 children the truth about their father and lied that he went to work in America. To this day, the children still believe that their father is in America. She has numbed herself from the struggles of raising her children alone while working. As these two begin to find love again, a tempest is brewing as three sets of in-laws and five children learn to become one family.(Source: AsianWiki)","['Shin Hye Sun', 'Ahn Jae Wook', 'Sung Hoon', 'Shim Yi Young', 'Shim Hyung Tak', 'So Yoo Jin']"
1243,Thumping Spike,MBN,,['Choi Ji Yeon'],2016-02-20,2016-04-24,"Saturday, Sunday",2016,20,45.0,A volleyball coach and her players aim for success during which they develop stronger bonds of friendship and teamwork. This youthful story shows sportsmanship and heart thumping romance. ,"['Song Jae Rim', 'Hwang Seung Eon']"
1244,"Yeah, That's How It Is",SBS,['Son Jung Hyun'],['Kim Soo Hyun'],2016-02-13,2016-08-14,"Saturday, Sunday",2016,54,83.0,A big family where three generations live together in one house faces challenges and conflicts together to finally realize the true meaning of family. ,"['Wang Ji Hye', 'Lee Soon Jae', 'Yoon So Yi', 'Kim Young Hoon', 'Kang Boo Ja', 'Hong Yo Sub']"
1245,The Promise,KBS2,['Jeon Woo Sung'],"['Heo In Moo', 'Kim Yeon Shin']",2016-02-01,2016-06-24,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,102,21.0,"Lee Na Yeon is made an orphan when chaebol heiress, Park Yu Gyeong, causes the death of her mother, Lee Yu Nae, in a traffic accident. Yu Nae and Yu Gyeong had been rivals in love for the same man, Jang Gyeong Wan, with Yu Gyeong ensnaring him into marriage by claiming the child she is carrying is his. Jang attempts to make amends for abandoning his college sweetheart by trying to give the orphaned Nayeon a home, to the anger of Yu Gyeong and the jealousy of his daughter, Se Jin. When Na Yeon discovers evidence that her mother's death may be more than an accident, she forgoes the chance of a life of wealth and privilege for an orphanage. Taken in by the widow of the man who ran down her mother, Na Yeon grows up alongside Tae Jun, an impoverished but driven and academically brilliant young man who becomes the love of her life. However, he cheats on her for his own success and goes with Se Jin.(Source: Wikipedia)","['Park Ha Na', 'Lee Yoo Ri', 'Song Jong Ho', 'Seo Joon Young']"
1246,Local Hero,OCN,['Kwak Jung Hwan'],['Jang Min Seok'],2016-01-23,2016-03-20,"Saturday, Sunday",2016,16,244.0,"Baek Shi-Yoon is an ex-secret agent and a well-trained human weapon. Hiding his past, he buys the bar ""Neighborhood"" and runs it is as the owner. He gets close to the neighborhood regulars at his bar and sympathizes with their pain. Shi-Yoon then meets a young man who works as a temporary employee, but who wants to become a police officer. Shi-Yoon trains him as a secret agent and they fight together against evil. ","['Jo Sung Ha', 'Kwon Yu Ri', 'Lee Soo Hyuk', 'Park Shi Hoo']"
1247,At First Sight,,,,2016-01-22,2016-01-27,,2016,6,70.0,After a disappointment in love Sora receives an invitation from an app called that takes her back in time. ,
1248,Madame Antoine,jTBC,['Kim Yoon Cheol'],['Hong Jin Ah'],2016-01-22,2016-03-12,"Friday, Saturday",2016,16,244.0,"Soo Hyun is a psychologist based in America who has famous celebrities as his patients. But he suddenly returns to Korea and opens a psychotherapy center. A fraud fortune-teller named Hye Rim steals all of Soo Hyun's clients with her uncanny ability to read people’s minds seconds after meeting them. With his pride wounded, Soo Hyun decides to come up with a psychological experiment to perform on Hye Rim for his own research and revenge for the loss of his clients. As part of this experiment, three attractive men, including Soo Hyun, use all their charms to seduce Hye Rim and make her fall in love with them. Soo Hyun believes that he cuts a dashing figure and is quite accomplished professionally compared to the other two men; Seung Chan, Soo Hyun’s brother, wins over women’s hearts by treating them like queens; Ji Ho is an attractive and eccentric young genius. Hye Rim hadn’t believed in love until she becomes the lover of three different men. As she is caught up in the whirlwind of a romance that follows, her cynicism towards love crumbles. Will Hye Rim remain in love with Soo Hyun even after she realizes that she was just a participant in his psychological love experiment?(Source: JTBC)","['Sung Joon', 'Jung Jin Woon', 'Han Ye Seul', 'Lee Joo Hyung']"
1249,Signal,tvN,['Kim Won Suk'],['Kim Eun Hee'],2016-01-22,2016-03-12,"Friday, Saturday",2016,16,281.0,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One day, he finds a walkie-talkie that allows him to get in contact with Detective Lee Jae Han who is in the past. Police officers Hae Yeong, Jae Han, and Cha So Hyun then set out on a journey to solve cold cases.(Source: MyDramaList)","['Lee Je Hoon', 'Kim Hye Soo', 'Jo Jin Woong']"
1250,One More Happy Ending,MBC,['Kwon Sung Chang'],['Heo Sung Hee'],2016-01-20,2016-03-10,"Wednesday, Thursday",2016,16,262.0,"This drama focuses on the story of former singer Han Mi Mo who was in a band called “Angels,” and her friends in their 30’s. As the divorce rate and second marriages are becoming higher in the nation, these friends, too, are looking for love again after a string of failed marriages and relationships. A divorcee, a single dad, a 30-year-old Matrix single, and a husband in a hopeless marriage are intertwined in Han and her friend’s life, and this romantic comedy will depict how the characters go to great lengths to find romance and happiness in a fun and entertaining way.(Source: MBC)","['Jang Na Ra', 'Yoo In Na', 'Jung Kyung Ho', 'Kwon Yool', 'Yoo Da In', 'Seo In Young']"
1251,Deux Yeoza,,,,2016-01-14,2016-01-19,,2016,8,22.0,"Do you know how you and your best friend can have entire conversations in the space of a look? This web series follows the intimate telepathic (and not-so-telepathic) communication of two girls as they deal with strange men, drunk girlfriends, and scary sales associates.(Source: AsianCrush) ","['Pyo Ye Jin', 'Choi Seung Yoon']"
1252,Moorim School,KBS2,['Lee So Yeon'],['Yang Jin Ah'],2016-01-11,2016-03-08,"Monday, Tuesday",2016,16,236.0,"The Moorim School is a hidden school which can only be seen by special individuals, it isn't focused solely on high academic scores but on physical abilities. The school teaches its students great virtues which include honesty, faith, sacrifice, and communication. The teachers and students at the school come from different countries and each have their own stories. Everything is very extraordinary and normal until a student who doesn't seem to fill the role, wanders into the academy and changes the destiny of all the students.","['Jung Eugene', 'Seo Yea Ji', 'Hong Bin', 'Lee Hyun Woo']"
1253,My Son-In-Law's Woman,SBS,['Ahn Gil Ho'],['Ahn Seo Jung'],2016-01-04,2016-06-17,"Monday, Tuesday, Wednesday, Thursday, Friday",2016,120,20.0,"Lee Jin Sook is a speaker on family happiness. However, she has a sad past. Years ago, she was kicked out of the house by her mother-in-law and was forced to be separated from her newborn daughter. She remarried, and when her second husband died 5 years later, she brought up her two young stepdaughters like her own. She was against the marriage when her youngest stepdaughter Oh Yeong Chae wanted to marry Kim Hyeon Tae, a rookie boxer and an orphan, but she relented. When Yeong Chae, who was involved in a hit-and-run accident, died after giving birth to a son, Jin Sook blamed and hated her son-in-law.After Yeong Chae's death, Hyeon Tae and his son stayed together with Jin Sook and treated her like his mother. When she saw how Hyeon Tae took care of his son, her attitude towards him changed. Now she treats Hyeon Tae like her real son.One day, Hyeon Tae falls in love with a woman named Park Soo Kyeong. Jin Sook, who is unhappy with Soo Kyeong, finds out that Soo Kyeong is her real daughter. Although she is eager to reunite with Soo Kyeong, she is in a dilemma as Soo Kyeong hates her birth mother for abandoning her. Hyeon Tae finally marries Soo Kyeong, but it also causes conflicts.(Source: Wikipedia)","['Jang Seung Jo', 'Seo Ha Joon', 'Yang  Jin Sung', 'Park Soon Chun']"
1254,Cheese in the Trap,tvN,['Lee Yoon Jung'],['Kim Nam Hee'],2016-01-04,2016-03-01,"Monday, Tuesday",2016,16,244.0,"Having returned to college after a year long break due to her family's poor background, Hong Seol, a hardworking over-achiever, inadvertently gets on the wrong side of her senior, Yoo Jung, who's athletic, good looking, gets good grades and has a kind personality, as well as a hidden dark side. From then on her life takes a turn for the worse and Hong Seol is almost certain it's all Yoo Jung's doing. So why is he suddenly acting so friendly a year later?(Source: WeTV)~~ Adapted from the webtoon ""Cheese in the Trap"" (치즈인더트랩) by Soonkki (순끼).","['Lee Sung Kyung', 'Kim Go Eun', 'Park Hae Jin', 'Seo Kang Joon']"
1255,Jang Young Shil,KBS1,['Kim Young Jo'],['Lee Myung Hee'],2016-01-02,2016-03-26,"Saturday, Sunday",2016,24,155.0,"The drama series follows the life of Jang Yeong Shil: a scientist, technician and inventor during the Joseon period. Jang Yeong Shil was born in the lower class nobi. King Se Jong notices his abilities and brings him to the palace. King Se Jong grants him a chance to display his abilities. He invents tools like astronomical instruments, an iron printing press and a water clock. ","['Kim Sang Kyung', 'Lee Ji Hoon', 'Kim Yeong Cheol', 'Song Il Gook', 'Jung Yoon Suk']"
1256,Welcome to My Lab,Tooniverse,,,2015-12-22,2016-02-09,Tuesday,2015,8,375.0,"We follow the journey of students in a science club at Saebyeok School. ~~ Adapted from the comic ""Welcome to My Lab"" (내일은 실험왕) written by Gumdori Co (곰돌이Co) and illustrated by Hong Jung Hyeon (홍종현). ","['Lee Soo Min', 'Yoo Jun', 'Jung Sung Young', 'Jung Taek Hyun']"
1257,Witch's Castle,SBS,['Jung Hyo'],['Park Ye Kyung'],2015-12-14,2016-06-10,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,122,20.0,"Oh Dan-Byul lost her parents due to her own mistake. She marries Joon-Young, but her husband passes away. Meanwhile, her mother-in-law, Ho-Duk, divorces because of her husband's infidelity and her sister-in-law, Se-Sil, returns to South Korea after divorcing her Italian husband. Now, these three women live together while overcoming their own personal problems and becoming important to each other. ","['Choi Jung Won', 'Seo Ji Suk', 'Yoo Ji In']"
1258,Cheers to Me,O'live,,,2015-12-10,2016-01-07,Thursday,2015,10,150.0,"An ordinary single woman who enjoys cooking and dining alone in the evenings, Ra Yeo Joo is an editor at a publishing house where she’s worked for the past ten years, while Lee Jae Yoon works in marketing at the same company. Their relationship is sometimes friendly, sometimes flirty, and sometimes competitive. They have different approaches to food: while she finds healing in food and drink, his goal in life is to live lean and long, until he discovers new pleasures and changes because of her.","['Yoon Jin Seo', 'Lee Jae Yoon']"
1259,Remember: War of the Son,SBS,['Lee Chang Min'],['Yoon Hyun Ho'],2015-12-09,2016-02-18,"Wednesday, Thursday",2015,20,180.0,"Seo Jin Woo has hyperthymesia, a condition that makes him remember life experiences in vivid detail. His father, wrongfully accused of murder, was tied and put on death row. Determined to prove his father's innocence, Jin Woo uses his ability to save him.(Source: MyDramaList) ","['Park Sung Woong', 'Namkoong Min', 'Park Min Young', 'Jung Hye Sung', 'Yoo Seung Ho']"
1260,The Dearest Lady,MBC,"['Choi Chang Wook', 'Choi Joon Bae']",['Seo Hyun Joo'],2015-12-07,2016-05-20,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,116,18.0,An upbeat family-oriented TV miniseries with a mishmash of different generations and different attitudes towards relationships. The difficulties that arise between mother and daughter mostly due to the men they are having a relationship with becomes the central plot that illustrates the challenges that single moms and divorcees face in today’s society. Their lives and the lives of the people they are connected to are depicted in a way that viewers can relate to through a fuzzy warm feeling called love.(Source: MBC),"['Kang Tae Oh', 'Ha Hee Ra', 'Jo An', 'Kwak Hee Sung', 'Kang Min Kyung', 'Jung Chan']"
1261,Imaginary Cat,MBC every1,['Lee Hyun Joo'],['Kim Sun Young'],2015-11-24,2016-01-12,Tuesday,2015,8,262.0,"Hyun Jong Hyun is a webtoon writer and works part-time at a bookstore. He always dreamed of working as a webtoon writer, but he has difficulties due to his stubborn and self-centered personality. He also has a cat named Boggil. He first met his cat on the street on a rainy day. Since then, they have lived together, and Hyun Jong Hyun only opens his mind to Boggil.~~ Adapted from the webtoon ""Imaginary Cat"" (상상고양이).","['Yoo Seung Ho', 'Han Ye Ri', 'Cho Hye Jung']"
1262,"Sweet, Savage Family",MBC,['Kang Dae Sun'],['Son Geun Joo'],2015-11-18,2016-01-14,"Wednesday, Thursday",2015,16,236.0,"At home, Tae Soo is a nurturing dad and devoted husband but, at work, he is a cold-blooded mobster who metes out punishment and engages in bloody turf battles. While he is a dutiful son to his mother and takes care of all of her needs, he is a middle-aged married man, who cannot depend on his own kids to do the same for him in his old age. He is also in an awkward situation in the gang where he takes orders from the former gang boss and kingmaker while his young gang lieutenants are angling for his job. Tae Soo is trying to do what is best for his family while he has to evade the authorities who keep tabs on his gang activities, waiting to pounce on him once they obtain hard evidence of his criminal activities. “What is so evil about being a mobster? It’s all about making a living!” That’s how Tae Soo sees it.(Source: MBC)","['Jung Woong In', 'Yoo  Sun', 'Jung Joon Ho', 'Kim Eung Soo', 'Moon Jung Hee']"
1263,Oh My Venus,KBS2,"['Kim Hyoung Seok', 'Lee Na Jung']",['Kim Eun Ji'],2015-11-16,2016-01-05,"Monday, Tuesday",2015,16,225.0,"Kim Yeong Ho is a personal trainer for Hollywood stars. He reluctantly comes back to Korea to face his family after a scandal with an actress. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with living a healthy lifestyle. Kang Joo Eun is a 33-year-old lawyer who was once the beauty of her school, nicknamed ""Daegu's Venus"". Over the years she has become overweight and unhealthy. She gets dumped by her boyfriend of 15 years.Kang Joo Eun meets Kim Yeong Ho, who agrees to be her personal trainer to help her get healthier. As they work on her physical transformation, they both discover they have feelings for each other. As they grow closer, they heal each other's emotional wounds and fall in love.","['Yoo In Young', 'So Ji Sub', 'Shin Min Ah', 'Jung Gyu Woon']"
1264,High-end Crush,MBN Naver TV Cast Sohu TV,['Ji Young Soo'],['Shin Yoo Dam'],2015-11-14,2016-01-17,"Saturday, Sunday",2015,20,45.0,"Choi Se Hoon is the head of G.Choi, a chart-topping K-pop entertainment agency with a top-billing roster of star acts. Many think he is blessed with the Midas touch, and he too believes he can make a star out of just about anyone he chooses to. He is rich and successful – but also aloof, arrogant, and conceited.One day, he meets a very unusual individual, Lee Yi Ryung, an innocent and naïve young woman from a humble and conservative countryside family. In almost every way, she is his polar opposite: shy, not brash, and humble, not self-important. He decides to recruit her to become G.Choi’s latest star, but is shocked to discover that she expresses no interest in becoming a K-pop singer.Things get even more complicated when he starts to fall for her – and discovers that winning this young woman’s heart is much harder than manufacturing K-pop success!(Source: Viki)","['Jung Il Woo', 'Jin Se Yeon']"
1265,Beautiful You,MBC,"['Park Sang Hoon', 'Go Dong Sun']",['Park Jung Ran'],2015-11-09,2016-05-06,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,122,17.0,"When her parents disapprove of her boyfriend, Seo Gyung decides to elope with him to America and only when she becomes a mother herself does she understand her parents and how important family is. During her darkest hours, her family was there for her. When she is caught in a love triangle with two suitors, she finds her true self through love, courage and emotional healing.(Source: MBC) ","['Lee Shi Won', 'Kang Eun Tak', 'Lee So Yeon', 'Seo Do Young']"
1266,Riders: Catch Tomorrow,E-Channel,['Choi Do Hoon'],['Park Sang Hee'],2015-11-08,2016-01-24,Sunday,2015,12,300.0,"Cha Ki Joon is a well-educated young man who begins his career in an enviable entry-level job at a large corporation. But he is not happy with his life. On a whim, Ki Joon decides to quit his job and start up a new business with his two childhood friends, Yoon So Dam and Go Tae Ra. So Dam has been working lots of different part-time jobs while trying to make it as an illustrator. Tae Ra is a former cycling athlete who decides to go in with Ki Joon on his new business idea – because it’s a company that will make rickshaws, of all things. As the three friends deal with the real world, changing friendships and budding relationships, can their crazy business possibly succeed?","['Lee Chung Ah', 'Kim Dong Wook', 'Yoon Jong Hoon', 'Choi Yeo Jin', 'Choi Min']"
1267,Reply 1988,tvN,"['Shin Won Ho', 'Yoo Hak Chan']",['Lee Woo Jung'],2015-11-06,2016-01-16,"Friday, Saturday",2015,20,285.0,"Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul, lean on each other to survive their challenging teen years and set a path for their futures. Sung Deok Sun struggles for attention as the middle child in her poor family while also carrying the burden of her 999th ranking in school. Kim Jung Hwan only has a one-track mind for soccer, even after his family becomes rich overnight. Sung Sun Woo is the perfect student, student council president and a caring and dependable son in his family. Ryu Dong Ryong is a geek who knows more about girls and life than the rest of his friends, but his poor academic score prevents him from being able to go to college. Choi Taek is a genius baduk player who dropped out of school to go professional. As the group of friends gets into and out of mischief around the neighborhood, what experiences from these memorable times together will they carry with them into their future lives? (Source: Viki)","['Lee Dong Hwi', 'Lee Hye Ri', 'Go Kyung Pyo', 'Ryu Joon Yeol', 'Park Bo Gum']"
1268,Victory For Tomorrow,MBC,['Jung Ji In'],['Hong Seung Hee'],2015-11-02,2016-04-29,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,130,16.0,"The most fragrant of all perfumes in the world is said to be made from roses that grow in a deep, treacherous mountain in the Balkans and plucked during the coldest nights. Beautiful pearls are painfully taken from clams by cracking them open. Han Seung Ri finds her life spiraling out of control after her dad's death that ruins the family finances. The man she loved betrays her and she has a miscarriage not too long afterward. After hitting rock bottom, she climbs out of her misery to take over the family business that her dad ran and marches forward to reach her dreams. Hopeful that tomorrow will be better than yesterday, she endures the pain and anguish to reach an outcome that is sweeter due to the ordeal she had to overcome to attain it.(Source: MBC)","['Jeon So Min', 'Choi Phillip', 'Song Won Geun', 'Yoo Ho Rin']"
1269,"Sweet Home, Sweet Honey",KBS1,['Kim Myung Wook'],['Kang Sung Jin'],2015-11-02,2016-04-29,"Monday, Tuesday, Wednesday, Thursday, Friday",2015,129,16.0,"Even though Oh Bom is in a difficult financial situation, she is still bright and positive. She works part-time work at a factory. Kang Ma Roo is a kind and simple young man. He is naive about the world. An Tae Ho is the section chief of a company. He is an ambitious man. He approaches Choi Ah Ran for his own gain and marries her. Choi Ah Ran is the heiress of a large company. She is smart, but has a painful past. Her younger sister went missing and her parents abandoned her.","['Song Ji Eun', 'Kim Min Soo', 'Lee  Jae Joon', 'Seo Yi Ahn']"
1270,Heroes,QTV,,,2015-11-02,2016-02-22,Monday,2015,16,244.0,"A falling meteor gives a group of 20-something friends a newfound mission in life.Choi Hee Yeol, Park Hae Mil, and their friends love to spend their time playing video games. After a falling meteor gives them strange new powers, the friends establish a gaming company called Meteor Soft to create new video games using their powers.But when the major gaming company Next Media becomes threatened by Meteor Soft’s success, can Hee Yeol and his friends survive the tough corporate challenges they are about to face?(Source: Viki)","['Lee Elijah', 'Choi Jong Hoon', 'Park Doo Shik']"
1271,Bubblegum,tvN,['Kim Byung Soo'],['Lee Mi Na'],2015-10-26,2015-12-15,"Monday, Tuesday",2015,16,225.0,"Park Ri Hwan and Kim Haeng Ah are childhood friends who couldn’t be more different. As the director of an eastern medicine hospital, Ri Hwan selflessly cares for his patients and his mother, while Haeng Ah charges through her life as a feisty and headstrong radio producer. Yet despite their differences and after all these years, Ri Hwan and Haeng Ah complement each other perfectly. ","['Lee Jong Hyuk', 'Lee Dong Wook', 'Jung Ryeo Won', 'Park Hee Bon']"
1272,Awl,jTBC,['Kim Seok Yoon'],"['Kim Soo Jin', 'Lee Nam Gyu']",2015-10-24,2015-11-29,"Saturday, Sunday",2015,12,325.0,"Soo In has a timid personality and is easily frightened, but he stands up for justice and does not cower in fear when he feels that he has been wronged. Early on in his military career, he becomes disillusioned with the falling standards and poor morale in an institution that supposedly practices strict discipline. This leads him to leave the military. In his new civilian life, he gets hired by a foreign retail distribution company and becomes the head manager of a large retail store. The retailer he works for slashes labor costs by firing part-time workers before they can qualify for benefits and higher wages. He cannot tolerate the company's poor and immoral treatment, so he decides to fight against the management. However, as he faces pressure from the company, he is forced to seek help from a labor counseling center and meets Go Shin, the center's manager. His only way to win the case is to utilize the Labor Act like a sword in his mission to fight against corruption and illegal corporate behavior. He boldly 'pierces into' the society that suppresses individual people with tyranny, just like an awl that bores a hole into the stiff wall... Soo In's lone fight to reclaim the labor rights workers have forgotten is about to begin!(Source:JTBC)","['Ahn Nae Sang', 'Ji Hyun Woo']"
1273,The Village: Achiara's Secret,SBS,['Lee Yong Seok'],['Do Hyun Jung'],2015-10-07,2015-12-03,"Wednesday, Thursday",2015,16,244.0,"Achiara is a small, quiet, peaceful village with hardly any crime. But on her first day of school there, English teacher Han So Yoon discovers a buried corpse. As the townspeople speculate on the identity of the dead person and the reason she was killed, So Yoon and Police Officer Woo Jae attempt to find the truth. As they get closer, the ugliness of the village is revealed. ","['Jang Hee Jin', 'Yook Sung Jae', 'Shin Eun Kyung', 'Moon Geun Young', 'Ohn Joo Wan']"
1274,Because It's the First Time,On Style,['Lee Jeong Hyo'],['Jung Hyun Jung'],2015-10-07,2015-11-25,,2015,8,412.0,"With a freewheeling personality, Yoon Tae Oh is a 20-year-old freshman in college. He has been friends with Han Song Yi since they were little.  Now, he begins to have feelings for the girl who has a bright and positive personality. Meanwhile, Tae O has a friend, Seo Ji An, who is well-behaved and exemplary. A love triangle brews between these three people. ","['Jung Eugene', 'Kim Min Jae', 'Choi Min Ho', 'Lee Yi Kyung', 'Park So Dam', 'Cho Hye Jung']"
1275,Sassy Go Go,KBS2,"['Lee Eun Jin', 'Kim Jung Hyun']","['Jung Chan Mi', 'Yoon Soo Jung']",2015-10-05,2015-11-10,"Monday, Tuesday",2015,12,300.0,"Set in a highly competitive school that emphasizes achievement and scores above all else, the drama will lay bare the absurdities and hypocrisies of the education system while also featuring the growth stories of the students who struggle to move forward, one step at a time. ","['Cha Hak Yeon', 'Chae Soo Bin', 'Jung Eun Ji', 'Lee Won Keun', 'Kim Ji Soo']"
1276,Glamorous Temptation,MBC,"['Kim Sang Hyub', 'Kim Hee Won']","['Son Young Mok', 'Cha Yi Young']",2015-10-05,2016-03-22,"Monday, Tuesday",2015,50,76.0,"A young woman learns from her whistleblower Dad that honesty is not the best policy. Soon after her marriage, she is saddled with crushing debt that she has no ability to repay. But through a series of events, she finds herself on track in joining the top wealthiest 1% and makes a deliberate effort to uncover their misdeeds and hypocrisy. Her efforts reveal limitless greed and lust for power fueled by the pursuit of money and profits. Two friends struggle to reach the same goal, which inadvertently forces them to cross paths as rivals that result in anguish, tense relations, betrayal and a love triangle. And through this turmoil, there is a happy ending of forgiveness and rediscovery of family. (Source: MBC)","['Jung Jin Young', 'Cha Ye Ryun', 'Joo Sang Wook', 'Choi Kang Hee']"
1277,Alchemist,MBC every1,,,2015-10-05,2015-10-22,,2015,12,75.0,"The drama will center on the dating life of a refreshing female college student in her 20's, who falls in love at first sight for an upperclassman, leading her to join a forbidden society. ","['Han Ki Woong', 'Heo Young Ji']"
1278,Six Flying Dragons,SBS,['Shin Kyung Soo'],"['Kim Young Hyun', 'Park Sang Yeon']",2015-10-05,2016-03-22,"Monday, Tuesday",2015,50,72.0,"A fictional, historical drama about the ambition, rise and fall of real and fictional characters based around Yi Bang Won. Yi Bang Won was the third king of the Joseon Dynasty in Korea and the father of King Se Jong the Great. He helped his father, King Tae Jo, establish the Joseon Dynasty. ","['Chun Ho Jin', 'Yoon Kyun Sang', 'Yoo Ah In', 'Kim Myung Min', 'Shin Se Kyung', 'Byun Yo Han']"
1279,The Merchant: Gaekju 2015,KBS2,['Kim Dong Hwi'],"['Jung Sung Hee', 'Lee Han Ho']",2015-09-23,2016-02-18,"Wednesday, Thursday",2015,41,88.0,"In late Joseon, a poor man named Cheon Bong Sam inherits a decrepit inn and honestly works his way up to becoming a powerful merchant. As tradesmen clash against the bureaucratic powers that attempt to oppress them by rigging bad deals, Bong Sam never loses sight of his humble beginnings as a peddler even after achieving great success and eventually shapes the way that industry and business are done in his time. ","['Jang Hyuk', 'Lee Deok Hwa', 'Han Chae Ah', 'Park Eun Hye', 'Kim Min Jung', 'Yoo Oh Sung']"
1280,D-Day,jTBC,['Jang Yong Woo'],['Hwang Eun Kyung'],2015-09-18,2015-11-21,"Friday, Saturday",2015,20,195.0,"An unprecedented 6.5-magnitude earthquake has struck Seoul, destroying roads and buildings, and preventing ambulances from reaching victims. Woefully unprepared for such a massive disaster, Korea can only watch the desperate situation and listen to the pleading cries for help. Hae Sung, a competent surgeon, can’t resist doing everything he can to help the injured people during the emergency. This upsets his hospital and they put him on a blacklist, as his benevolent help is against the hospital's profit. Ddol Mi, beautiful and ambitious, chased money and fame as a doctor, but now wants to become a truly compassionate doctor after meeting Hae Sung. Woo Jin has been building a successful career as Korea’s rising doctor, but secretly, he truly cares about being a genuine doctor, saving the lives of the sick. These three characters team up to rush into emergencies, holding onto hope in the most desperate situations, and taking all sorts of risks for the sake of saving lives.(Source: JTBC)","['Kim Young Kwang', 'Lee Kyung Young', 'Jung So Min', 'Ha Seok Jin']"
