,year,month,rank,song,singer,info
264,2021,01,65,노을,다비치,사랑의 불시착 OST Part 3 (tvN 토일 드라마)
265,2021,01,66,PUZZLE,소유 (SOYOU) & 박우진 (AB6IX),철인왕후 OST Part. 4 (tvN 주말드라마)
266,2021,01,67,내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5 (tvN 토일드라마)
267,2021,01,68,시간을 거슬러,린 (LYn),해를 품은 달 OST Part.2 시간을 거슬러 (MBC 수목드라마)
268,2021,01,69,우연히 봄,로꼬 & 유주 (YUJU),냄새를 보는 소녀 OST Part.2 (SBS 수목드라마)
269,2021,01,70,Another Day,먼데이 키즈 (Monday Kiz) & 펀치 (Punch),호텔 델루나 OST Part.1 (tvN 토일드라마)
270,2021,01,71,You Are My Everything,거미 (Gummy),태양의 후예 OST Part.4 (KBS2 수목드라마)
271,2021,01,72,Someday,아이유 (IU),드림하이 OST Part.1 (KBS 월화드라마)
272,2021,01,73,만약에,태연 (TAEYEON),쾌도 홍길동 OST (KBS 수목드라마)
273,2021,01,74,G＋Jus Freestyle (Prod. by GroovyRoom),저스디스 (JUSTHIS),쇼미더머니 9 Special
274,2021,01,75,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4 (KBS 월화드라마)
275,2021,01,76,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST PART4 (SBS 주말드라마)
276,2021,01,77,너에게,성시경,응답하라 1994 OST Part 2 (tvN 드라마)
277,2021,01,78,결혼,문문 (MoonMoon),이번 생은 처음이라 OST Part 4 (tvN 월화드라마)
278,2021,01,79,위로,권진아,멜로가 체질 OST Part 1 (JTBC 금토 드라마)
279,2021,01,80,그런 사람 또 없습니다,이승철,슬픔보다 더 슬픈이야기 OST 2nd
280,2021,01,81,Here I am,조현아 (어반자카파),철인왕후 OST Part. 3 (tvN 주말드라마)
281,2021,01,82,너는 나의 시작이자 마지막이다,임한별 & 김재환,더 킹 : 영원의 군주 OST Part 13 (SBS 금토드라마)
282,2021,01,83,"기다린 만큼, 더",검정치마,또 오해영 OST Part 7 (tvN 월화드라마)
283,2021,01,84,첫 눈,정준일,도깨비 OST Part 8 (tvN 금토드라마)
284,2021,01,85,A Whole New World,Mena Massoud & Naomi Scott,Aladdin (Original Motion Picture Soundtrack)
285,2021,01,86,I Miss You,소유 (SOYOU),도깨비 OST Part 7 (tvN 금토드라마)
286,2021,01,87,밤이 깊었네 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 OST Part 10 (tvN 목요드라마)
287,2021,01,88,회상,장범준,시그널 OST Part 1 (tvN 금토드라마)
288,2021,01,89,Flower,윤미래,사랑의 불시착 OST Part 2 (tvN 토일 드라마)
289,2021,01,90,사랑은 눈꽃처럼,XIA (준수),세상 어디에도 없는 착한남자 OST Part.1 (KBS 수목드라마)
290,2021,01,91,Perhaps Love (사랑인가요),하울 (HowL) & 제이 (J.ae),궁 OST (MBC 수목드라마)
291,2021,01,92,Love And Pain,이수현,Love And Pain (도시남녀의 사랑법 OST Part.3) (웹드라마)
292,2021,01,93,Shallow,Lady Gaga & Bradley Cooper,영화 스타 이즈 본 OST (A Star Is Born OST)
293,2021,01,94,나란히,BewhY (비와이),스위트홈 OST (넷플릭스 드라마)
294,2021,01,95,별,유미 (Youme),미녀는 괴로워 OST
295,2021,01,96,나의 시간은,백현 (BAEKHYUN),청춘기록 OST - Part.3 (tvN 월화드라마)
296,2021,01,97,내가 많이 사랑해요,이승철,달빛조각사 웹툰 OST Part.1
297,2021,01,98,니가,케이윌 (K.Will),니가 (도시남녀의 사랑법 OST Part.5) (웹드라마)
298,2021,01,99,사랑의 시작은 고백에서부터,김범수,프로듀사 OST (KBS 금토드라마)
299,2021,01,100,그 끝에 그대,청하,호텔 델루나 OST Part.6 (tvN 토일드라마)
300,2021,01,1,Your Lights,이수 (엠씨더맥스),Your Lights (바이크 원정대 OST Part.1)
301,2021,01,2,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3 (JTBC 금토 드라마)
302,2021,01,3,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)
303,2021,01,4,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11 (tvN 토일 드라마)
304,2021,01,5,아로하,조정석,슬기로운 의사생활 OST Part 3 (tvN 목요드라마)
305,2021,01,6,밤하늘의 저 별처럼,헤이즈 (Heize) & 펀치 (Punch),밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙) (SBS 월화드라마)
306,2021,01,7,시작,가호 (Gaho),이태원 클라쓰 OST Part.2 (JTBC 금토드라마)
307,2021,01,8,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part.4 (MBC 수목드라마)
308,2021,01,9,안녕,폴킴,호텔 델루나 OST Part.10 (tvN 토일드라마)
309,2021,01,10,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11 (tvN 목요드라마)
310,2021,01,11,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9 (tvN 금토드라마)
311,2021,01,12,기억해줘요 내 모든 날과 그때를,거미 (Gummy),호텔 델루나 OST Part.7 (tvN 토일드라마)
312,2021,01,13,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3 (tvN 토일드라마)
313,2021,01,14,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2 (tvN 목요드라마)
314,2021,01,15,그때 그 아인,김필,이태원 클라쓰 OST Part.6 (JTBC 금토드라마)
315,2021,01,16,너의 모든 순간,성시경,별에서 온 그대 OST Part.7 (SBS 수목드라마)
316,2021,01,17,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4 (tvN 목요드라마)
317,2021,01,18,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8 (tvN 목요드라마)
318,2021,01,19,Fall in You,하성운,여신강림 OST Part 6 (tvN 수목드라마)
319,2021,01,20,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4 (tvN 토일 드라마)
320,2021,01,21,돌덩이,하현우 (국카스텐),이태원 클라쓰 OST Part.3 (JTBC 금토드라마)
321,2021,01,22,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4 (JTBC 월화드라마)
322,2021,01,23,너였다면,정승환,또 오해영 OST Part 5 (tvN 월화드라마)
323,2021,01,24,눈의 꽃,박효신,눈의 꽃
324,2021,01,25,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2 (tvN 토일드라마)
325,2021,01,26,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12 (tvN 목요드라마)
326,2021,01,27,희재,성시경,국화꽃 향기 OST
327,2021,01,28,아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4 (tvN 토일드라마)
328,2021,01,29,어른,Sondia,나의 아저씨 OST Part. 2 (tvN 수목드라마)
329,2021,01,30,이제는 어떻게 사랑을 하나요,정효빈,연애의 참견 시즌3 OST - Part.6
330,2021,01,31,어떤 날엔,김재환,사랑의 불시착 OST Part 5 (tvN 토일 드라마)
331,2021,01,32,나의 유일한 너에게,시우민 (XIUMIN),철인왕후 OST Part. 7 (tvN 주말드라마)
332,2021,01,33,그대 고운 내사랑,어반자카파,슬기로운 의사생활 OST Part 5 (tvN 목요드라마)
333,2021,01,34,내일은 고백할게,태연 (TAEYEON),브람스를 좋아하세요? OST Part.5 (SBS 월화드라마)
334,2021,01,35,My Way,이수 (엠씨더맥스),돈꽃 OST PART.1 (MBC 주말드라마)
335,2021,01,36,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1 (SBS 월화드라마)
336,2021,01,37,잊었니,소향,오! 삼광빌라! OST Part.9 (KBS2 주말드라마)
337,2021,01,38,있잖아,폴킴,연애플레이리스트2 OST Part.2
338,2021,01,39,내 목소리 들리니,벤,호텔 델루나 OST Part.9 (tvN 토일드라마)
339,2021,01,40,Beautiful,Crush,도깨비 OST Part 4 (tvN 금토드라마)
340,2021,01,41,재회 (再會),김세정,경이로운 소문 OST Part 2 (OCN 주말드라마)
341,2021,01,42,응급실,izi,쾌걸춘향 OST
342,2021,01,43,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6 (KBS 월화드라마)
343,2021,01,44,별,유미 (Youme),미녀는 괴로워 OST
344,2021,01,45,그리움,찬희 (SF9),여신강림 OST Part 5 (tvN 수목드라마)
345,2021,01,46,잘 지내요,정승환,라이프 OST Part. 6 (JTBC 월화드라마)
346,2021,01,47,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12 (tvN 토일드라마)
347,2021,01,48,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack)
348,2021,01,49,소녀,오혁,응답하라 1988 OST Part 3 (tvN 금토드라마)
349,2021,01,50,처음부터 너와 나,볼빨간사춘기,군주 - 가면의 주인 OST Part.2 (MBC 수목드라마)
350,2021,01,51,둘만의 세상으로 가,Crush,사랑의 불시착 OST Part 10 (tvN 토일 드라마)
351,2021,01,52,이 사랑,다비치,태양의 후예 OST Part.3 (KBS2 수목드라마)
352,2021,01,53,모르시나요,다비치,아이리스Ⅱ OST Part 1 (KBS 수목드라마)
353,2021,01,54,걱정말아요 그대,이적,응답하라 1988 OST Part 2 (tvN 금토드라마)
354,2021,01,55,All For You,서인국 & 정은지,응답하라 1997 Love Story Part 1 (tvN 화요드라마)
355,2021,01,56,니가,케이윌 (K.Will),니가 (도시남녀의 사랑법 OST Part.5) (웹드라마)
356,2021,01,57,See You Again (Feat. Charlie Puth),Wiz Khalifa,분노의 질주: 더 세븐 (Fast & Furious 7) OST
357,2021,01,58,꿈처럼,벤,또 오해영 OST Part 2 (tvN 월화드라마)
358,2021,01,59,Lonely Night,권진아,슬기로운 의사생활 OST Part 1 (tvN 목요드라마)
359,2021,01,60,그대는 어디에,김나영,그대는 어디에 (런 온 OST Part.8) (JTBC 수목드라마)
360,2021,01,61,Into the Unknown,Idina Menzel & AURORA,Frozen 2 (겨울왕국 2 OST)
361,2021,01,62,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 (KBS2 수목드라마) OST - Part.6
362,2021,01,63,조금 더 외로워지겠지,김나영,검색어를 입력하세요 WWW OST Part 7 (tvN 수목드라마)
363,2021,01,64,Someday,아이유 (IU),드림하이 OST Part.1 (KBS 월화드라마)
364,2021,01,65,잊지 말아요,백지영,잊지 말아요 - 아이리스 (Iris) OST Part.1
365,2021,01,66,내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5 (tvN 토일드라마)
366,2021,01,67,상사화,안예은,역적 : 백성을 훔친 도적 OST Part.5 (MBC 월화드라마)
367,2021,01,68,노을,다비치,사랑의 불시착 OST Part 3 (tvN 토일 드라마)
368,2021,01,69,괜찮아,다운,경이로운 소문 OST Part 3 (OCN 주말드라마)
369,2021,01,70,우연히 봄,로꼬 & 유주 (YUJU),냄새를 보는 소녀 OST Part.2 (SBS 수목드라마)
370,2021,01,71,만약에,태연 (TAEYEON),쾌도 홍길동 OST (KBS 수목드라마)
371,2021,01,72,시간을 거슬러,린 (LYn),해를 품은 달 OST Part.2 시간을 거슬러 (MBC 수목드라마)
372,2021,01,73,어느 날 우리,김필,스타트업 OST Part.3 (tvN 주말드라마)
373,2021,01,74,"묘해, 너와",어쿠스틱 콜라보,연애의 발견 OST Part 4 (KBS 월화드라마)
374,2021,01,75,You Are My Everything,거미 (Gummy),태양의 후예 OST Part.4 (KBS2 수목드라마)
375,2021,01,76,바라보기,엠씨더맥스 (M.C the MAX),미녀의 탄생 OST PART4 (SBS 주말드라마)
376,2021,01,77,Another Day,먼데이 키즈 (Monday Kiz) & 펀치 (Punch),호텔 델루나 OST Part.1 (tvN 토일드라마)
377,2021,01,78,위로,권진아,멜로가 체질 OST Part 1 (JTBC 금토 드라마)
378,2021,01,79,결혼,문문 (MoonMoon),이번 생은 처음이라 OST Part 4 (tvN 월화드라마)
379,2021,01,80,너에게,성시경,응답하라 1994 OST Part 2 (tvN 드라마)
380,2021,01,81,Perhaps Love (사랑인가요),하울 (HowL) & 제이 (J.ae),궁 OST (MBC 수목드라마)
381,2021,01,82,PUZZLE,소유 (SOYOU) & 박우진 (AB6IX),철인왕후 OST Part. 4 (tvN 주말드라마)
382,2021,01,83,Here I am,조현아 (어반자카파),철인왕후 OST Part. 3 (tvN 주말드라마)
383,2021,01,84,그런 사람 또 없습니다,이승철,슬픔보다 더 슬픈이야기 OST 2nd
384,2021,01,85,너는 나의 시작이자 마지막이다,임한별 & 김재환,더 킹 : 영원의 군주 OST Part 13 (SBS 금토드라마)
385,2021,01,86,그대 한숨이 깊고 깊어도 (Walk with you),이적,허쉬 OST Part.4 (JTBC 금토드라마)
386,2021,01,87,G＋Jus Freestyle (Prod. by GroovyRoom),저스디스 (JUSTHIS),쇼미더머니 9 Special
387,2021,01,88,"기다린 만큼, 더",검정치마,또 오해영 OST Part 7 (tvN 월화드라마)
388,2021,01,89,만져져 (I Feel You),산들,"선배, 그 립스틱 바르지 마요 OST Part.2 (JTBC 월화드라마)"
389,2021,01,90,Shallow,Lady Gaga & Bradley Cooper,영화 스타 이즈 본 OST (A Star Is Born OST)
390,2021,01,91,사랑의 시작은 고백에서부터,김범수,프로듀사 OST (KBS 금토드라마)
391,2021,01,92,사랑은 눈꽃처럼,XIA (준수),세상 어디에도 없는 착한남자 OST Part.1 (KBS 수목드라마)
392,2021,01,93,A Whole New World,Mena Massoud & Naomi Scott,Aladdin (Original Motion Picture Soundtrack)
393,2021,01,94,I Miss You,소유 (SOYOU),도깨비 OST Part 7 (tvN 금토드라마)
394,2021,01,95,밤이 깊었네 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 OST Part 10 (tvN 목요드라마)
395,2021,01,96,회상,장범준,시그널 OST Part 1 (tvN 금토드라마)
396,2021,01,97,Flower,윤미래,사랑의 불시착 OST Part 2 (tvN 토일 드라마)
397,2021,01,98,첫 눈,정준일,도깨비 OST Part 8 (tvN 금토드라마)
398,2021,01,99,내가 많이 사랑해요,이승철,달빛조각사 웹툰 OST Part.1
399,2021,01,100,그 끝에 그대,청하,호텔 델루나 OST Part.6 (tvN 토일드라마)
400,2021,02,1,Your Lights,이수 (엠씨더맥스),Your Lights (바이크 원정대 OST Part.1)
401,2021,02,2,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part.4 (MBC 수목드라마)
402,2021,02,3,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3 (JTBC 금토 드라마)
403,2021,02,4,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)
404,2021,02,5,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11 (tvN 토일 드라마)
405,2021,02,6,아로하,조정석,슬기로운 의사생활 OST Part 3 (tvN 목요드라마)
406,2021,02,7,시작,가호 (Gaho),이태원 클라쓰 OST Part.2 (JTBC 금토드라마)
407,2021,02,8,밤하늘의 저 별처럼,헤이즈 (Heize) & 펀치 (Punch),밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙) (SBS 월화드라마)
408,2021,02,9,안녕,폴킴,호텔 델루나 OST Part.10 (tvN 토일드라마)
409,2021,02,10,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11 (tvN 목요드라마)
410,2021,02,11,첫눈처럼 너에게 가겠다,에일리 (Ailee),도깨비 OST Part 9 (tvN 금토드라마)
411,2021,02,12,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3 (tvN 토일드라마)
412,2021,02,13,기억해줘요 내 모든 날과 그때를,거미 (Gummy),호텔 델루나 OST Part.7 (tvN 토일드라마)
413,2021,02,14,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2 (tvN 목요드라마)
414,2021,02,15,나의 유일한 너에게,시우민 (XIUMIN),철인왕후 OST Part. 7 (tvN 주말드라마)
415,2021,02,16,너의 모든 순간,성시경,별에서 온 그대 OST Part.7 (SBS 수목드라마)
416,2021,02,17,그때 그 아인,김필,이태원 클라쓰 OST Part.6 (JTBC 금토드라마)
417,2021,02,18,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4 (tvN 목요드라마)
418,2021,02,19,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8 (tvN 목요드라마)
419,2021,02,20,Love so Fine,차은우 (ASTRO),여신강림 OST Part 8 (tvN 수목드라마)
420,2021,02,21,눈의 꽃,박효신,눈의 꽃
421,2021,02,22,돌덩이,하현우 (국카스텐),이태원 클라쓰 OST Part.3 (JTBC 금토드라마)
422,2021,02,23,"다시 난, 여기",백예린 (Yerin Baek),사랑의 불시착 OST Part 4 (tvN 토일 드라마)
423,2021,02,24,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4 (JTBC 월화드라마)
424,2021,02,25,너였다면,정승환,또 오해영 OST Part 5 (tvN 월화드라마)
425,2021,02,26,Fall in You,하성운,여신강림 OST Part 6 (tvN 수목드라마)
426,2021,02,27,나의 어깨에 기대어요,10CM,호텔 델루나 OST Part.2 (tvN 토일드라마)
427,2021,02,28,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12 (tvN 목요드라마)
428,2021,02,29,어른,Sondia,나의 아저씨 OST Part. 2 (tvN 수목드라마)
429,2021,02,30,희재,성시경,국화꽃 향기 OST
430,2021,02,31,아직 너의 시간에 살아,이수현,사이코지만 괜찮아 OST Part.4 (tvN 토일드라마)
431,2021,02,32,어떤 날엔,김재환,사랑의 불시착 OST Part 5 (tvN 토일 드라마)
432,2021,02,33,이제는 어떻게 사랑을 하나요,정효빈,연애의 참견 시즌3 OST - Part.6
433,2021,02,34,그대 고운 내사랑,어반자카파,슬기로운 의사생활 OST Part 5 (tvN 목요드라마)
434,2021,02,35,너를 사랑하고 있어,백현 (BAEKHYUN),낭만닥터 김사부 2 OST Part.1 (SBS 월화드라마)
435,2021,02,36,응급실,izi,쾌걸춘향 OST
436,2021,02,37,있잖아,폴킴,연애플레이리스트2 OST Part.2
437,2021,02,38,My Way,이수 (엠씨더맥스),돈꽃 OST PART.1 (MBC 주말드라마)
438,2021,02,39,내일은 고백할게,태연 (TAEYEON),브람스를 좋아하세요? OST Part.5 (SBS 월화드라마)
439,2021,02,40,내 목소리 들리니,벤,호텔 델루나 OST Part.9 (tvN 토일드라마)
440,2021,02,41,둘만의 세상으로 가,Crush,사랑의 불시착 OST Part 10 (tvN 토일 드라마)
441,2021,02,42,Beautiful,Crush,도깨비 OST Part 4 (tvN 금토드라마)
442,2021,02,43,너무 보고싶어,어쿠스틱 콜라보,연애의 발견 OST Part 6 (KBS 월화드라마)
443,2021,02,44,그리움,찬희 (SF9),여신강림 OST Part 5 (tvN 수목드라마)
444,2021,02,45,잘 지내요,정승환,라이프 OST Part. 6 (JTBC 월화드라마)
445,2021,02,46,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack)
446,2021,02,47,재회 (再會),김세정,경이로운 소문 OST Part 2 (OCN 주말드라마)
447,2021,02,48,잊었니,소향,오! 삼광빌라! OST Part.9 (KBS2 주말드라마)
448,2021,02,49,소녀,오혁,응답하라 1988 OST Part 3 (tvN 금토드라마)
449,2021,02,50,처음부터 너와 나,볼빨간사춘기,군주 - 가면의 주인 OST Part.2 (MBC 수목드라마)
450,2021,02,51,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12 (tvN 토일드라마)
451,2021,02,52,만약에,태연 (TAEYEON),쾌도 홍길동 OST (KBS 수목드라마)
452,2021,02,53,모르시나요,다비치,아이리스Ⅱ OST Part 1 (KBS 수목드라마)
453,2021,02,54,이 사랑,다비치,태양의 후예 OST Part.3 (KBS2 수목드라마)
454,2021,02,55,별,유미 (Youme),미녀는 괴로워 OST
455,2021,02,56,걱정말아요 그대,이적,응답하라 1988 OST Part 2 (tvN 금토드라마)
