Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
185,The One and Only,한 사람만,"['Mystery', 'Romance', 'Drama', 'Melodrama']",jTBC,['Oh Hyun Jong'],['Moon Jung Min'],"['Ahn Eun Jin', 'Joy', 'Kim Kyung Nam', 'Kang Ye Won']",2021,"Monday, Tuesday",16,262,2021-12-20,2022-02-08,"When Pyo In Sook was a child, her parents abandoned her with her grandmother who raised her. Her life has never been easy or comfortable. She now works at a public bathhouse scrubbing customer's bodies. Her defense mechanism is to not express her feelings to other people. One day, a doctor tells her she has a terminal illness and will die soon. Even coming face-to-face with her own mortality, In Sook remains emotionless. She begins receiving care at a hospice and meets two women with lives very different from her own: Seong Mi Do, a social media influencer, and Kang Se Yeon, an ordinary housewife who feels lonely and taken for granted. One rainy day, In Sook meets Min Woo Cheon, a contract killer who works at a private detective office. Woo Cheon's cool exterior masks a deep sadness. Each of the three women decides to end the life of one person who has done them wrong before they die, but in becoming friends, their anger begins to subside. When In Sook and Woo Cheon develop feelings for each other, though, she begins to rethink her plans.(Source: VIKI, AsianWiki)",12,776,67763000,0,1,0,0,1,5.0,3.0,106882,1,3,0,0,1,12.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Bulgasal: Immortal Souls,불가살,"['Thriller', 'Mystery', 'Drama', 'Fantasy']",Netflix,['Jang Young Woo'],"['Seo Jae Won', 'Kwon So Ra']","['Gong Seung Yeon', 'Lee Jin Wook', 'Lee Joon', 'Kwon Na Ra']",2021,"Saturday, Sunday",16,281,2021-12-18,2022-02-06,"The series tells the story of a man-turned-immortal, Bulgasal, who wants revenge from a woman with a mysterious past and present, who he deems responsible for his immortality and miseries from the past 600 years, hoping to free himself from his curse. (Source: IMDb) ",12,742,27269500,0,1,1,0,2,2.0,3.0,42877,2,2,0,0,2,20.0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187,Snowdrop,설강화,"['Romance', 'Drama', 'Melodrama', 'Political']",jTBC,['Jo Hyun Taek'],['Yoo Hyun Mi'],"['Jung Hae In', 'Yoo In Na', 'Jang Seung Jo', 'Kim Ji Soo', 'Yoon Se Ah', 'Kim Hye Yoon']",2021,"Saturday, Sunday",16,338,2021-12-18,2022-01-30,"In 1987, a bloody man jumps into a women’s university dormitory in Seoul. Young Ro, a female university student who falls in love with him at first sight on a group blind date, takes care of him despite the strict surveillance and dangerous situation. However, Young Ro is shocked to learn his secret. Despite heartbreakingly watching over his first love Young Ro, Soo Ho has no choice but to move according to the command in order to save his teammates and to go back to his home country where his sibling awaits. Young Ro rejects the will of her father and works hand in hand with Soo Ho to save her beloved man and her friends. What will happen to their fate?(Source: Disney+)~~ Adapted from the handwritten journal of a North Korean defector.",12,730,74187300,0,1,0,0,1,3.0,2.0,116647,3,3,0,0,0,21.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,I Want to Live an Easy Life,대충 살고 싶습니다,"['Comedy', 'Sitcom']",SBS,['Go Hyun Gook'],['Oh Ji Hyun'],"['Go Eun Ah', 'Heo Young Ji', 'Lee Mi So', 'Son Soo Ah']",2021,Friday,5,312,2021-12-17,2021-12-17,"The story of four candid and brazen girlfriends in their 30s who want to be rich but do not like to work hard, are comfortable with being alone but do not like being lonely, and want to live roughly but cannot live roughly.(Source: Korean = Naver || Translation = MyDramaList)~~ Adapted from the webtoon ""Daechung Salgo Sipseubnida"" (대충 살고 싶습니다) by Hyun Lee (현이씨). ",12,852,87265100,1,0,0,0,1,1.0,1.0,136994,0,4,0,0,1,18.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,Bad and Crazy,배드 앤 크레이지,"['Action', 'Thriller', 'Mystery', 'Comedy']",iQiyi,['Yoo Seon Dong'],['Kim Sae Bom'],"['Lee Dong Wook', 'Cha Hak Yeon', 'Wi Ha Joon', 'Han Ji Eun']",2021,"Friday, Saturday",12,350,2021-12-17,2022-01-28,"Soo Yeol, the competent ‘bad boy’ on the police squad, regains his humanity after meeting K, the righteous but ‘crazy’ guy. Despite having a mere high school diploma, Soo Yeol is an accomplished member of the Anti Corruption Unit. He’s ambitious, so he chooses pet cases of his superiors and produces their desired outcomes. Often that means turning a blind eye to injustice, especially if it stands in the way of those preferred results. With promotion time looming and without anyone’s backing, Soo Yeol fears exclusion once again. Congressman Do Yoo Gon had given him some hope of advancement but dashed when the righteous but crazy K entered his life. What can go wrong when the bad boy and the crazy guy join forces?(Source: iQiyi)",12,760,33600500,0,1,1,0,2,1.0,2.0,52748,3,1,0,0,1,20.0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,Love Twist,사랑의 꽈배기,"['Family', 'Melodrama']",KBS2,['Kim Won Yong'],['Lee Eun Joo'],"['Ham Eun Jung', 'Kim Jin Yeop', 'Hwang Shin Hye', 'Yoon Da Hoon', 'Shim Hye Jin', 'Son Sung Yoon']",2021,"Monday, Tuesday, Wednesday, Thursday, Friday",103,20,2021-12-13,2022-05-20,Witness the sweet changes of heart for three inter-generational families over the love between a very special couple. (Source: Korean = Naver || Translation = MyDramaList),12,758,6796200,1,0,0,0,1,3.0,2.0,10602,2,4,0,1,1,29.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,"The King of Tears, Lee Bang Won",태종 이방원,"['Thriller', 'Historical', 'Drama', 'Political']",KBS1,['Kim Hyung Il'],['Lee Jung Woo'],"['Joo Sang Wook', 'Ye Ji Won', 'Kim Yeong Cheol', 'Park Jin Hee']",2021,"Saturday, Sunday",32,112,2021-12-11,2022-05-01,"A work that sheds new light on the figure of Lee Bang Won, a leader who took the lead in the founding of the nation.(Source: Naver) ",12,772,33872800,1,0,0,0,1,2.0,2.0,52679,2,2,0,0,0,39.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
192,Uncle,엉클,"['Music', 'Comedy', 'Drama']",TV Chosun,"['Ji Young Soo', 'Seong Do Joon']",['Park Ji Sook'],"['Oh Jung Se', 'Jeon Hye Jin', 'Lee Sang Woo', 'Park Sun Young', 'Lee Kyung Hoon', 'Lee Shi Won']",2021,"Saturday, Sunday",16,262,2021-12-11,2022-01-30,"Joon Hyuk was a musician whose life has hit rock bottom after he had been scammed by people he trusted. He had ended his relationship with his older sister Joon Hee because of it. One day, suddenly, he receives a call from Joon Hee asking him to take care of her son, Min Joon.After 12 years of strife, Joon Hee divorced her physically abusive husband, at the same time ridding herself of her equally nasty mother-in-law. Joon Hee moves into an inexpensive apartment, keeping a low profile lest her former family finds her. The Royal State is a luxury apartment complex that has some noteworthy residents. Hye Ryung is the much-respected president of the Mothers’ Committee. Committee member Yoo Ra very much admires her.  Single father Kyung Il is a warm and pleasant man who continues to raise his daughter since the passing of his wife. (Source: AsianWiki)~~ Remake of the British TV series ""Uncle"" [2014].",12,774,49753400,0,2,0,0,2,4.0,1.0,77377,3,3,0,1,0,20.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,A DeadbEAT's Meal,백수세끼,"['Food', 'Romance', 'Life']",Naver TV Cast,['Kim Joon Mo'],['Jeon Seon Young'],"['Go Won Hee', 'Ha Seok Jin', 'Im Hyun Joo']",2021,Friday,12,125,2021-12-10,2022-01-14,"Jae Ho tries to find a job, but it's not easy for him. He supports himself with working part-time jobs. Recently, his girlfriend Soo Jung dumped him after dating for 7 years. Despite his difficulties, Jae Ho's main concern is ""What should I eat today?""After working day and night for several years at an advertising company, Woon Ho almost died due to overworking. She quit her job after that. Now, it's been 3 months since she has become voluntarily unemployed. She follows her simple belief of ""Let's just think about eating delicious food.""(Source: AsianWiki)",12,616,48849700,0,1,1,0,2,5.0,2.0,75854,1,2,0,0,0,21.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,Artificial City,공작도시,"['Thriller', 'Mystery', 'Psychological', 'Drama']",jTBC,['Jun Chang Geun'],['Son Se Dong'],"['Lee Hak Joo', 'Park Soo Ae', 'Kim Kang Woo', 'Kim Mi Sook', 'Lee Yi Dam']",2021,"Wednesday, Thursday",20,210,2021-12-08,2022-02-10,"Takes place against the backdrop of an art museum that belongs to Sung Jin Group, a major conglomerate that holds the reins of the political and financial worlds in South Korea. It is a psychological mystery thriller about the things that disappear when humans become greedy and ambitious for power.Yoon Jae Hee is the head of the Sung Jin Cultural Foundation and in charge of operations at “Space Jin,” the art museum owned by Sung Jin Group. She is also the second daughter-in-law of the family that controls Sung Jin Group. Believing that poverty is corrosive to love and that a stable income leads to a steady life, she chose to throw away her long-time lover and entered into a marriage of convenience with Jung Joon Hyuk, an illegitimate son of Sung Jin Group. In order to make her husband the nation’s president, she teams up with the future Public Prosecutor General and goes to war against Sung Jin Group.Jung Joon Hyuk is Yoon Jae Hee’s husband. Although he is a popular anchorman with his own fan club, he hides an inferiority complex over being labeled “the illegitimate son of Sung Jin Group” for his whole life. He laughs at both ambitious people and those who pretend to have no ambition even as he waits for the day when he can seize the reins of power.",12,776,30791300,0,1,0,0,1,4.0,1.0,47665,2,3,0,0,0,24.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,Our Beloved Summer,그해 우리는,"['Romance', 'Life', 'Youth', 'Drama']",Netflix,['Kim Yoon Jin'],['Lee Na Eun'],"['Roh Jeong Eui', 'Choi  Woo Shik', 'Kim Da Mi', 'Kim Sung Cheol']",2021,"Monday, Tuesday",16,225,2021-12-06,2022-01-25,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality.(Source: Netflix, AsianWiki)~~ Inspired by the webtoon “Our Beloved Summer” (그 해 우리는 - 초여름이 좋아!) by Lee Naeun (이나은) and Han Kyoung Chal (한경찰) which is a prequel story that depicts their high school days 10 years before drama timeline. It is a different perspective from their past including how they first met, grew on each other and fell in love with each other. The webtoon has a story that doesn't show up in drama sequel.",12,732,263978300,1,0,1,0,2,1.0,1.0,407374,1,2,1,1,0,10.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,Show Window: The Queen's House,쇼윈도:여왕의 집,"['Thriller', 'Mystery', 'Romance', 'Drama']",Channel A,"['Kang Sol', 'Park Dae Hee']",['Han Bo Kyung'],"['Hwang Chan Sung', 'Lee Sung Jae', 'Jeon So Min', 'Song Yoon Ah']",2021,"Monday, Tuesday",16,244,2021-11-29,2022-01-18,"From the outside, Han Sun Joo’s life has always appeared to be nothing short of perfect. Born into a wealthy family, Sun Joo and her younger brother, Han Jung Won, were raised without a care in the world. Now as adults, Jung Won has grown up extraordinarily warm-hearted, allowing him to maintain an unwavering sense of optimism while Sun Joo has become the ideal married woman, with a gorgeous home, a devoted husband and two beautiful children. Unfortunately, Sun Joo’s perfect life is on the verge of collapse.Absolutely penniless when he married Sun Joo, Shin Myung Seop has spent the entirety of his married life slowly climbing the ranks of his mother-in-law’s company, the LaReine Group. Now well-established in his career, Myung Seop appears to be a devoted husband and father, yet when he meets Yoon Mi Ra, things take a complicated turn. Unable to hide his growing feelings for Mi Ra, Myung Seop pursues her and is pleased to find she reciprocates his feelings. Soon entangled in a secret affair, Myung Seop and Mi Ra live in constant fear of discovery. (Source: Viki)",11,788,40092200,0,2,0,0,2,2.0,2.0,61209,2,2,0,0,1,25.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,One Ordinary Day,어느 날,"['Thriller', 'Mystery', 'Law', 'Crime']",ViuTV,['Lee Myung Woo'],['Kwon Soon Gyu'],"['Cha Seung Won', 'Kim Soo Hyun']",2021,"Saturday, Sunday",8,525,2021-11-27,2021-12-19,"A drama that explores the criminal justice system from an extremely popular perspective through the fierce story of two men surrounding the murder of a woman. Hyun Soo, an ordinary college student, suddenlybecomes the primarysuspect in a murder case. Shin Joong Han is the only lawyer willing to help Kim Hyun Soo. Having just barely passed law school, Shin Joong Han's involvement in Kim Hyun Soo's case eventuallytakes his unremarkable life to new heights.(Sources: Naver, MyDramaList)~~ Remake of the British TV series ""Criminal Justice"" [2008].",11,90,45624500,0,1,0,0,1,4.0,2.0,69444,2,0,0,0,0,18.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
198,School 2021,학교 2021,"['Romance', 'Youth', 'Drama', 'Melodrama']",KBS2,['Kim Min Tae'],"['Dong Hee Seon', 'Jo Ah Ra']","['Kim Kang Min', 'Choo Young Woo', 'Cho Yi Hyun', 'Kim Yo Han', 'Hwang Bo Reum Byeol', 'Seo Hee Seon']",2021,"Wednesday, Thursday",16,236,2021-11-24,2022-01-13,"""School 2021"" is the story of students attending a specialized high school and seeking their ambitions, rather than going off to college. It will delve into how these students learn about love, friendship, true passions, and growing up in an intense environment.Kong Ki Joon is a hardworking student who assumes work and school simultaneously. He is a person who loses his 11-year-old dream of taekwondo due to injury and is unsure of knowing what to do. Jung Young Joo is a transfer student with a hidden story and a past connection to Kong Ki Joon. Jin Ji Won, a confident high school girl with a solid dream, confidently communicates her opinion though she is in conflict with her mother about going to college. Kang Seo Young is a gifted student who is preparing, by herself, for college entrance exams. She is aiming to enter one of the top five universities in Korea.Lee Kang Hoon is a teacher who values a work-life balance. He gradually grows along with his students. Koo Mi Hee is the chairman of the board. Lee Jae Hee is the twin sister of Lee Jae Hyuk. She is a quiet person and strives to make many new changes. Lee Jae Hyuk is Lee Jae Hee's twin. Unlike Jae Hee, Jae Hyuk is the person who receives support from the foundation.(Source: Soompi, Joynews24, xports news; Edited by: Bethany and DyingtobeinKorea at MyDramaList)",11,724,11247800,1,1,0,0,2,3.0,1.0,17042,3,3,0,0,1,9.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,Shadow Beauty,그림자 미녀,"['Thriller', 'Psychological', 'Romance', 'Drama']",Daum Kakao TV,['Bang Su In'],['Bang Su In'],"['Shim Dal Gi', 'Choi Bo Min', 'Lee Na Gyung', 'Heo Jung Hee']",2021,"Wednesday, Saturday",13,92,2021-11-20,2021-12-29,"Because of her looks, Koo Ae Jin is bullied at school and even insulted by strangers. But after school, she leads a secret life: with heavy makeup and hours of photo editing, she lives as Genie, a social media star with 770K followers. While Koo Ae Jin is toeing the line between her true self and Genie, what will happen when a boy from school discovers her secret?(Source: MyDramaList)~~ Adapted from the webtoon ""Shadow Beauty"" (그림자 미녀) by Ahum (아흠).",11,758,70954100,0,2,0,0,2,1.0,1.0,106859,1,3,0,0,2,7.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,Hellbound,지옥,"['Mystery', 'Horror', 'Drama', 'Supernatural']",Netflix,['Yeon Sang Ho'],['Choi Gyu Seok'],"['Kim Hyun Joo', 'Won Jin Ah', 'Yoo Ah In', 'Yang Ik Jun', 'Park Jung Min']",2021,Friday,6,500,2021-11-19,2021-11-19,"A story about otherworldly beings who appear out of nowhere to issue a decree and condemn individuals to hell. These supernatural events cause great mayhem and enable the religious group The New Truth to grow in influence. A few people, however, become suspicious about its activities and begin investigating its involvement in mysterious events.(Source: IMDb)~~ Adapted from the webcomic ""Hellbound"" (지옥) written by Yeon Sang Ho (연상호) and illustrated by Choi Kyu Seok (최규석).",11,776,182054300,0,0,1,0,1,1.0,1.0,273766,3,2,0,1,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
